order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
1359011,1,2018-09-20,1315611,0,2062,1,USD,Female,Delta,Alabama,United States,North America,59,Contoso Microwave 2.2CuFt M0125 Silver,Contoso,Silver,91.97,199.99,803,Microwaves,8,Home Appliances,Online,Online,0,2010-01-01,1,199.99
1359011,2,2018-09-20,1315611,0,1337,8,USD,Female,Delta,Alabama,United States,North America,59,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Black,21.82,47.44,501,Home & Office Phones,5,Cell phones,Online,Online,0,2010-01-01,1,379.52
1359013,1,2018-09-20,418500,19,1637,3,EUR,Male,Eslarn,Freistaat Bayern,Germany,Europe,85,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Berlin,1295,2015-04-04,0.8497,53.97
1359013,2,2018-09-20,418500,19,1668,3,EUR,Male,Eslarn,Freistaat Bayern,Germany,Europe,85,MGS Hand Games for students E400 Black,Tailspin Toys,Black,3.56,6.99,701,Boxed Games,7,Games and Toys,Germany,Berlin,1295,2015-04-04,0.8497,20.97
1359014,1,2018-09-20,1497719,43,675,1,USD,Female,San Jose,California,United States,North America,87,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219,306,"Printers, Scanners & Fax",3,Computers,United States,Alaska,1190,2015-01-01,1,219
1359015,1,2018-09-20,1301552,62,1372,2,USD,Male,Sylvester,Georgia,United States,North America,23,Contoso 2-Line Speakerphone M109 White,Contoso,White,16.55,35.99,501,Home & Office Phones,5,Cell phones,United States,South Dakota,1120,2018-06-03,1,71.98
1359016,1,2018-09-20,1282801,61,1409,2,USD,Female,Baton Rouge,Louisiana,United States,North America,33,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,195.15,589,503,Touch Screen Phones,5,Cell phones,United States,South Carolina,2000,2012-12-15,1,1178
1359016,2,2018-09-20,1282801,61,495,6,USD,Female,Baton Rouge,Louisiana,United States,North America,33,Adventure Works LCD19 E108 Black,Adventure Works,Black,70.87,139,304,Monitors,3,Computers,United States,South Carolina,2000,2012-12-15,1,834
1359016,3,2018-09-20,1282801,61,2113,3,USD,Female,Baton Rouge,Louisiana,United States,North America,33,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,258.99,508,804,Water Heaters,8,Home Appliances,United States,South Carolina,2000,2012-12-15,1,1524
1359017,1,2018-09-20,1397271,49,1675,1,USD,Female,Mira Loma,California,United States,North America,49,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,United States,Iowa,2000,2018-06-03,1,6.89
1359017,2,2018-09-20,1397271,49,424,6,USD,Female,Mira Loma,California,United States,North America,49,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,United States,Iowa,2000,2018-06-03,1,1619.7
1359018,1,2018-09-20,422579,0,1130,3,EUR,Male,Dausenau,Rheinland-Pfalz,Germany,Europe,60,Fabrikam SLR Camera M149 Pink,Fabrikam,Pink,146.7,319,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,0.8497,957
1359018,2,2018-09-20,422579,0,2103,4,EUR,Male,Dausenau,Rheinland-Pfalz,Germany,Europe,60,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,258.99,508,804,Water Heaters,8,Home Appliances,Online,Online,0,2010-01-01,0.8497,2032
1359019,1,2018-09-20,1058914,37,48,4,GBP,Male,BLAIR'S FERRY,Argyllshire,United Kingdom,Europe,23,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Silver,76.45,149.95,104,Recording Pen,1,Audio,United Kingdom,Ayrshire,2100,2005-03-04,0.7527,599.8
1359019,2,2018-09-20,1058914,37,662,1,GBP,Male,BLAIR'S FERRY,Argyllshire,United Kingdom,Europe,23,Proseware Slim-Design Fax Machine with Answering System X180 Black,Proseware,Black,78.19,236,306,"Printers, Scanners & Fax",3,Computers,United Kingdom,Ayrshire,2100,2005-03-04,0.7527,236
1359020,1,2018-09-20,148348,4,157,1,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,Australia,Tasmania,2000,2010-01-01,1.3729,1099.99
1359020,2,2018-09-20,148348,4,1408,4,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Black,175.27,529,503,Touch Screen Phones,5,Cell phones,Australia,Tasmania,2000,2010-01-01,1.3729,2116
1359020,3,2018-09-20,148348,4,425,7,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369,303,Desktops,3,Computers,Australia,Tasmania,2000,2010-01-01,1.3729,2583
1359020,4,2018-09-20,148348,4,1631,2,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Tasmania,2000,2010-01-01,1.3729,25.32
1359020,5,2018-09-20,148348,4,1416,2,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Black,141.64,308,503,Touch Screen Phones,5,Cell phones,Australia,Tasmania,2000,2010-01-01,1.3729,616
1359020,6,2018-09-20,148348,4,1573,2,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Tasmania,2000,2010-01-01,1.3729,117.98
1359020,7,2018-09-20,148348,4,430,1,AUD,Female,HMAS ALBATROSS,New South Wales,Australia,Australia,29,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.63,269.95,303,Desktops,3,Computers,Australia,Tasmania,2000,2010-01-01,1.3729,269.95
1359022,1,2018-09-20,501912,0,1579,3,EUR,Male,Scheer,Baden-Württemberg,Germany,Europe,58,SV DVD Recorder L220 White,Southridge Video,White,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8497,657
1359022,2,2018-09-20,501912,0,1608,2,EUR,Male,Scheer,Baden-Württemberg,Germany,Europe,58,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8497,219.98
1359022,3,2018-09-20,501912,0,68,5,EUR,Male,Scheer,Baden-Württemberg,Germany,Europe,58,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,0.8497,128.45
1359023,1,2018-09-20,1468252,59,434,3,USD,Male,Gardena,California,United States,North America,74,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599,303,Desktops,3,Computers,United States,Oregon,2000,2012-08-08,1,1797
1359025,1,2018-09-20,1647358,64,1243,1,USD,Male,Mechanicsburg,Pennsylvania,United States,North America,49,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,White,95.85,188,405,Camcorders,4,Cameras and camcorders,United States,Washington DC,1330,2010-01-01,1,188
1359026,1,2018-09-20,1357822,44,428,6,USD,Male,Sacramento,California,United States,North America,37,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969,303,Desktops,3,Computers,United States,Arkansas,2000,2010-06-03,1,5814
1359026,2,2018-09-20,1357822,44,74,8,USD,Male,Sacramento,California,United States,North America,37,NT Bluetooth Active Headphones E202 Black,Northwind Traders,Black,17.45,37.95,106,Bluetooth Headphones,1,Audio,United States,Arkansas,2000,2010-06-03,1,303.6
1359026,3,2018-09-20,1357822,44,1406,3,USD,Male,Sacramento,California,United States,North America,37,Contoso Phone with Memory Dialing-single line E88 Grey,Contoso,Grey,7.23,14.19,501,Home & Office Phones,5,Cell phones,United States,Arkansas,2000,2010-06-03,1,42.57
1359026,4,2018-09-20,1357822,44,2140,1,USD,Male,Sacramento,California,United States,North America,37,Adventure Works Coffee Maker Super-Auto 12C X125 Black,Adventure Works,Black,546.68,1650,805,Coffee Machines,8,Home Appliances,United States,Arkansas,2000,2010-06-03,1,1650
1359027,1,2018-09-20,1752287,44,1356,4,USD,Female,Franklin Boro,New Jersey,United States,North America,70,Contoso 4 Handset Cordless Phone System M86 White,Contoso,White,16.55,35.99,501,Home & Office Phones,5,Cell phones,United States,Arkansas,2000,2010-06-03,1,143.96
1359027,2,2018-09-20,1752287,44,801,2,USD,Female,Franklin Boro,New Jersey,United States,North America,70,Contoso Battery charger - bike E200 White,Contoso,White,10.15,19.9,308,Computers Accessories,3,Computers,United States,Arkansas,2000,2010-06-03,1,39.8
1359028,1,2018-09-20,1392092,0,2504,1,USD,Male,Cambridge,Massachusetts,United States,North America,31,Contoso Touch Stylus Pen E150 White,Contoso,White,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,0,2010-01-01,1,9.99
1359028,2,2018-09-20,1392092,0,80,1,USD,Male,Cambridge,Massachusetts,United States,North America,31,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.55,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,40.55
1359028,3,2018-09-20,1392092,0,537,2,USD,Male,Cambridge,Massachusetts,United States,North America,31,WWI LCD17W E200 White,Wide World Importers,White,65.77,129,304,Monitors,3,Computers,Online,Online,0,2010-01-01,1,258
1359028,4,2018-09-20,1392092,0,1494,1,USD,Male,Cambridge,Massachusetts,United States,North America,31,The Phone Company Smart phones 160x160 M26 White,The Phone Company,White,95.65,208,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,208
1359028,5,2018-09-20,1392092,0,58,1,USD,Male,Cambridge,Massachusetts,United States,North America,31,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156,104,Recording Pen,1,Audio,Online,Online,0,2010-01-01,1,156
1359029,1,2018-09-20,1807423,43,659,2,USD,Female,Monte Rio,California,United States,North America,85,Proseware Laser Fax Printer M250 Black,Proseware,Black,54.26,118,306,"Printers, Scanners & Fax",3,Computers,United States,Alaska,1190,2015-01-01,1,236
1360001,1,2018-09-21,796606,29,446,5,EUR,Female,Gorlago,Bergamo,Italy,Europe,69,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Black,112.14,219.95,303,Desktops,3,Computers,Italy,Enna,1000,2008-01-01,0.8504,1099.75
1360001,2,2018-09-21,796606,29,2510,3,EUR,Female,Gorlago,Bergamo,Italy,Europe,69,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,White,2.07,4.06,505,Cell phones Accessories,5,Cell phones,Italy,Enna,1000,2008-01-01,0.8504,12.18
1360002,1,2018-09-21,1039050,38,1458,5,GBP,Female,ALDERLEY EDGE,Cheshire East,United Kingdom,Europe,34,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,91.97,200,503,Touch Screen Phones,5,Cell phones,United Kingdom,Belfast,1800,2015-04-04,0.7603,1000
1360002,2,2018-09-21,1039050,38,1631,2,GBP,Female,ALDERLEY EDGE,Cheshire East,United Kingdom,Europe,34,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Belfast,1800,2015-04-04,0.7603,25.32
1360004,1,2018-09-21,993480,37,1612,1,GBP,Female,ULCAT ROW,Eden,United Kingdom,Europe,57,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Ayrshire,2100,2005-03-04,0.7603,179.99
1360005,1,2018-09-21,1717637,43,2066,2,USD,Male,Saint Peter,Minnesota,United States,North America,61,Contoso Microwave 0.8CuFt E0080 Silver,Contoso,Silver,48.43,94.99,803,Microwaves,8,Home Appliances,United States,Alaska,1190,2015-01-01,1,189.98
1360005,2,2018-09-21,1717637,43,445,1,USD,Male,Saint Peter,Minnesota,United States,North America,61,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559,303,Desktops,3,Computers,United States,Alaska,1190,2015-01-01,1,559
1360006,1,2018-09-21,309667,0,1172,2,CAD,Female,Barrie,Ontario,Canada,North America,47,Fabrikam Budget Moviemaker 1'' 25mm E400 White,Fabrikam,White,215.15,422,405,Camcorders,4,Cameras and camcorders,Online,Online,0,2010-01-01,1.2924,844
1360007,1,2018-09-21,522334,23,1432,1,EUR,Male,Gevenich,Rheinland-Pfalz,Germany,Europe,22,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,137.96,300,503,Touch Screen Phones,5,Cell phones,Germany,Hamburg,1365,2010-01-01,0.8504,300
1360007,2,2018-09-21,522334,23,1629,1,EUR,Male,Gevenich,Rheinland-Pfalz,Germany,Europe,22,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Hamburg,1365,2010-01-01,0.8504,9.99
1360008,1,2018-09-21,1466422,64,1476,3,USD,Female,Spokane Valley,Washington,United States,North America,51,The Phone Company Smart phones -320 x 320 M86 Black,The Phone Company,Black,132.44,288,504,Smart phones & PDAs,5,Cell phones,United States,Washington DC,1330,2010-01-01,1,864
1360008,2,2018-09-21,1466422,64,1583,2,USD,Female,Spokane Valley,Washington,United States,North America,51,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Washington DC,1330,2010-01-01,1,27.78
1360008,3,2018-09-21,1466422,64,396,2,USD,Female,Spokane Valley,Washington,United States,North America,51,WWI Laptop19W X0196 White,Wide World Importers,White,430.38,1299,301,Laptops,3,Computers,United States,Washington DC,1330,2010-01-01,1,2598
1360008,4,2018-09-21,1466422,64,1031,3,USD,Female,Spokane Valley,Washington,United States,North America,51,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.88,165,401,Digital Cameras,4,Cameras and camcorders,United States,Washington DC,1330,2010-01-01,1,495
1360008,5,2018-09-21,1466422,64,1721,1,USD,Female,Spokane Valley,Washington,United States,North America,51,MGS Rise of Nations: Rise of Legends M290,Tailspin Toys,Black,32.25,70.13,702,Download Games,7,Games and Toys,United States,Washington DC,1330,2010-01-01,1,70.13
1360008,6,2018-09-21,1466422,64,1626,2,USD,Female,Spokane Valley,Washington,United States,North America,51,Contoso DVD Recorder L240 Gold,Contoso,Gold,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Washington DC,1330,2010-01-01,1,438
1360008,7,2018-09-21,1466422,64,418,2,USD,Female,Spokane Valley,Washington,United States,North America,51,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,United States,Washington DC,1330,2010-01-01,1,539.9
1360009,1,2018-09-21,1427132,55,416,1,USD,Female,Gardena,California,United States,North America,27,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969,303,Desktops,3,Computers,United States,Nevada,2000,2009-12-15,1,969
1360009,2,2018-09-21,1427132,55,1604,1,USD,Female,Gardena,California,United States,North America,27,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Nevada,2000,2009-12-15,1,259.99
1360009,3,2018-09-21,1427132,55,87,2,USD,Female,Gardena,California,United States,North America,27,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Purple,45.98,99.99,106,Bluetooth Headphones,1,Audio,United States,Nevada,2000,2009-12-15,1,199.98
1360010,1,2018-09-21,1380698,0,1577,1,USD,Female,El Monte,California,United States,North America,63,SV DVD Recorder L200 Black,Southridge Video,Black,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,219
1360010,2,2018-09-21,1380698,0,70,7,USD,Female,El Monte,California,United States,North America,63,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.95,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,335.65
1360010,3,2018-09-21,1380698,0,675,3,USD,Female,El Monte,California,United States,North America,63,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219,306,"Printers, Scanners & Fax",3,Computers,Online,Online,0,2010-01-01,1,657
1360010,4,2018-09-21,1380698,0,149,3,USD,Female,El Monte,California,United States,North America,63,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,392.6,1184.97,201,Televisions,2,TV and Video,Online,Online,0,2010-01-01,1,3554.91
1360011,1,2018-09-21,1234718,47,368,3,USD,Female,Wooster,Ohio,United States,North America,68,Adventure Works Laptop19W X1980 White,Adventure Works,White,430.38,1299,301,Laptops,3,Computers,United States,Hawaii,1120,2015-04-04,1,3897
1360012,1,2018-09-21,1892614,48,1666,2,USD,Male,State College,Pennsylvania,United States,North America,34,MGS Hand Games for Office worker L299 Yellow,Tailspin Toys,Yellow,5.6,16.89,701,Boxed Games,7,Games and Toys,United States,Idaho,1540,2012-12-15,1,33.78
1360013,1,2018-09-21,1997780,50,450,6,USD,Female,Elizabethtown,Kentucky,United States,North America,66,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919,303,Desktops,3,Computers,United States,Kansas,2000,2008-03-06,1,5514
1360014,1,2018-09-21,1561955,51,1617,4,USD,Male,Three Rivers,Michigan,United States,North America,86,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,231.96
1360014,2,2018-09-21,1561955,51,1652,6,USD,Male,Three Rivers,Michigan,United States,North America,86,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,1079.94
1360014,3,2018-09-21,1561955,51,1605,2,USD,Male,Three Rivers,Michigan,United States,North America,86,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,579.98
1360014,4,2018-09-21,1561955,51,419,2,USD,Male,Three Rivers,Michigan,United States,North America,86,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,188.13,369,303,Desktops,3,Computers,United States,Maine,1295,2010-01-01,1,738
1360015,1,2018-09-21,1276810,61,101,4,USD,Male,Seattle,Washington,United States,North America,22,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,55.18,120,106,Bluetooth Headphones,1,Audio,United States,South Carolina,2000,2012-12-15,1,480
1360015,2,2018-09-21,1276810,61,93,2,USD,Male,Seattle,Washington,United States,North America,22,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio,United States,South Carolina,2000,2012-12-15,1,134.8
1360015,3,2018-09-21,1276810,61,473,2,USD,Male,Seattle,Washington,United States,North America,22,Proseware CRT17 E104 Black,Proseware,Black,30.08,59,304,Monitors,3,Computers,United States,South Carolina,2000,2012-12-15,1,118
1360015,4,2018-09-21,1276810,61,66,2,USD,Male,Seattle,Washington,United States,North America,22,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,13.1,25.69,106,Bluetooth Headphones,1,Audio,United States,South Carolina,2000,2012-12-15,1,51.38
1360015,5,2018-09-21,1276810,61,566,1,USD,Male,Seattle,Washington,United States,North America,22,Proseware Projector 720p DLP56 Silver,Proseware,Silver,459.4,999,305,Projectors & Screens,3,Computers,United States,South Carolina,2000,2012-12-15,1,999
1360015,6,2018-09-21,1276810,61,1515,2,USD,Male,Seattle,Washington,United States,North America,22,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Gold,105.77,230,504,Smart phones & PDAs,5,Cell phones,United States,South Carolina,2000,2012-12-15,1,460
1360017,1,2018-09-21,1490808,0,1605,5,USD,Male,Englewood,Colorado,United States,North America,52,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,1449.95
